Year,Month,Day,NO2_trop_mean,NO2_trop_std,Fecha_datetime,SEM
2019,9,25,0.0001392874527278,4.746740332574263e-05,2019-09-25,2.949480929720128e-06
2019,9,26,0.0001729091651635,7.112720792151971e-05,2019-09-26,4.41962965425134e-06
2019,9,27,0.00011188061673677968,8.83324415569704e-06,2019-09-27,5.488710854056937e-07
2019,9,28,6.294640619610154e-05,1.1231102739552303e-05,2019-09-28,6.978667681211051e-07
2019,9,29,4.537997054408213e-05,1.1834313398649989e-05,2019-09-29,7.353484547304009e-07
2019,10,5,6.140465232389256e-05,1.7617038946858977e-05,2019-10-05,1.094669536804379e-06
2019,10,6,6.163340224019793e-05,1.4714381250236288e-05,2019-10-06,9.143071634311767e-07
2019,10,7,0.00010810974390855,3.6466329671753675e-05,2019-10-07,2.2659074735060197e-06
2019,10,8,7.578580950543697e-05,2.819653390039675e-05,2019-10-08,1.7520473671734432e-06
2019,10,9,0.0001698979191327,3.2606158175513275e-05,2019-10-09,2.02604808757168e-06
2019,10,13,2.3140785168338097e-05,4.898155323190092e-06,2019-10-13,3.04356562700816e-07
2019,10,18,5.636885256110165e-05,1.131100199911078e-05,2019-10-18,7.028314665426571e-07
2019,10,19,0.0002133241646334,7.481080248195319e-05,2019-10-19,4.648517083257324e-06
2019,10,21,0.0002031509886406,4.469051882694913e-05,2019-10-21,2.7769337225973604e-06
2019,10,22,7.15887825049573e-05,2.245905335394864e-05,2019-10-22,1.3955376727151532e-06
2019,10,23,5.97339764122306e-05,1.8436142104414666e-05,2019-10-23,1.1455661305385012e-06
2019,10,24,7.03744800536605e-05,2.5263063902611056e-05,2019-10-24,1.5697704105638796e-06
2019,10,25,8.738880989538406e-05,2.6971150950892217e-05,2019-10-25,1.675905775513894e-06
2019,10,26,5.173168026287423e-05,1.403526244847169e-05,2019-10-26,8.721087743372283e-07
2019,10,29,6.661676796591588e-05,1.8615664116826992e-05,2019-10-29,1.1567210856229724e-06
2019,10,31,7.382280017378534e-05,2.423288483602689e-05,2019-10-31,1.5057581980096056e-06
2019,11,2,5.698843735783098e-05,1.8776204266077575e-05,2019-11-02,1.1666965651203356e-06
2019,11,3,6.479998631793985e-05,1.3299265877460326e-05,2019-11-03,8.263761726265268e-07
2019,11,5,0.0001871177076186,9.01528265145244e-05,2019-11-05,5.601824071567681e-06
2019,11,6,8.213842605856406e-05,1.5965057361084595e-05,2019-11-06,9.920203956652872e-07
2019,11,7,8.809390612110982e-05,3.2387862270471225e-05,2019-11-07,2.01248384002818e-06
2019,11,8,6.690109649711225e-05,2.325032307279523e-05,2019-11-08,1.4447047807195076e-06
2019,11,9,5.0559765672077954e-05,1.356672994569018e-05,2019-11-09,8.429955811754981e-07
2019,11,10,3.935252629302737e-05,1.0418827425974704e-05,2019-11-10,6.473944359684787e-07
2019,11,12,0.0001468450376038,5.981193747067703e-05,2019-11-12,3.7165329590232995e-06
2019,11,13,8.841902591369665e-05,6.450560801018492e-06,2019-11-13,4.0081834555053737e-07
2019,11,14,4.8867850170283164e-05,1.3526061919222912e-05,2019-11-14,8.404685929665284e-07
2019,11,15,0.0001785514899142,5.899336162221058e-05,2019-11-15,3.665669130681716e-06
2019,11,17,6.270544756640966e-05,1.8054627677834327e-05,2019-11-17,1.1218599775414705e-06
2019,11,18,7.058196732030896e-05,6.140005023117149e-06,2019-11-18,3.8152134844604957e-07
2019,11,19,0.00012729339908165,3.9306094443157775e-05,2019-11-19,2.442361870656602e-06
2019,11,20,0.000163082125827,4.69097090827345e-05,2019-11-20,2.9148274955923106e-06
2019,11,21,0.0001340175776917,3.761618652125903e-05,2019-11-21,2.337356101657222e-06
2019,11,22,4.472290425368391e-05,1.5011435807453114e-05,2019-11-22,9.327652355019177e-07
2019,11,23,4.4263650873082176e-05,1.549149551799585e-05,2019-11-23,9.625946945025719e-07
2019,11,24,3.203099783204815e-05,8.576705535735538e-06,2019-11-24,5.329305511801188e-07
2019,11,27,6.0771777304744135e-05,2.022196291681114e-05,2019-11-27,1.2565316365703881e-06
2019,11,28,0.0001180608606052,3.810886458011054e-05,2019-11-28,2.3679696266714707e-06
2019,11,29,0.0001007370444742,1.5477539379645326e-05,2019-11-29,9.617275022604574e-07
2019,11,30,3.1861725135293674e-05,1.2544018148753854e-05,2019-11-30,7.794473621805989e-07
2019,12,1,3.4803050117610086e-05,8.06992785133881e-06,2019-12-01,5.014409180632963e-07
2019,12,2,0.0001609188042235,5.859154419153178e-05,2019-12-02,3.640701410394107e-06
2019,12,5,6.256271991100939e-05,1.561460703578583e-05,2019-12-05,9.702444720026934e-07
2019,12,6,8.299041597138454e-05,3.595167187210221e-05,2019-12-06,2.2339281938520076e-06
2019,12,7,6.14155983733845e-05,0.0,2019-12-07,0.0
2019,12,8,5.394197607310573e-05,2.1517118395576703e-05,2019-12-08,1.3370086822479613e-06
2019,12,9,0.0001331865247596,4.946656597656949e-05,2019-12-09,3.0737028525743905e-06
2019,12,10,8.900006321409164e-05,2.1971775513819493e-05,2019-12-10,1.3652597009652915e-06
2019,12,11,9.340072952916096e-05,2.362607264312417e-05,2019-12-11,1.4680527229785418e-06
2019,12,12,4.342177225898665e-05,1.3083233709907994e-05,2019-12-12,8.129525868864542e-07
2019,12,13,0.0001912624028564,6.490563076553621e-05,2019-12-13,4.033039660094152e-06
2019,12,14,9.043261537508886e-05,3.0748215771608206e-05,2019-12-14,1.91060116389586e-06
2019,12,16,0.0001899672488526,6.05865938378292e-05,2019-12-16,3.7646677635821676e-06
2019,12,17,0.0001588786949003,8.405713720964073e-05,2019-12-17,5.223056367868523e-06
2019,12,18,8.432488432325804e-05,2.6766820774111268e-05,2019-12-18,1.663209316100558e-06
2019,12,19,0.0001683560659693,8.720072967951578e-05,2019-12-19,5.418389699609462e-06
2019,12,21,2.391294641564831e-05,3.802216035560129e-06,2019-12-21,2.3625820883020077e-07
2019,12,22,2.7671502767434957e-05,6.5808718783490485e-06,2019-12-22,4.089154819133626e-07
2019,12,23,0.0001643288022195,5.350572639956688e-05,2019-12-23,3.3246840692623103e-06
2019,12,24,6.193536416318886e-05,1.6519483403389213e-05,2019-12-24,1.0264707536824662e-06
2019,12,26,6.544757493134025e-05,1.6806156661652887e-05,2019-12-26,1.0442837632230763e-06
2019,12,27,8.0521156110022e-05,1.6244184649059053e-05,2019-12-27,1.0093645214266109e-06
2019,12,29,0.0001582320549956,5.366545011955165e-05,2019-12-29,3.3346088183134884e-06
2020,1,2,4.625170960535349e-05,1.354338557144108e-05,2020-01-02,8.415450323390373e-07
2020,1,3,7.673718872763849e-05,2.490891555300289e-05,2020-01-03,1.547764702851306e-06
2020,1,4,6.961337280535793e-05,2.422169530206056e-05,2020-01-04,1.5050629141993737e-06
2020,1,6,3.89989565698343e-05,6.244305478657176e-06,2020-01-06,3.880022634113221e-07
2020,1,7,5.587036091457217e-05,1.5668820652126942e-05,2020-01-07,9.736131422126888e-07
2020,1,8,6.872219171779078e-05,2.3063179859766792e-05,2020-01-08,1.433076267270688e-06
2020,1,9,0.0001164396531117,3.870464719410334e-05,2020-01-09,2.4049897570159e-06
2020,1,10,6.189008740890705e-05,5.620478925406581e-07,2020-01-10,3.4923956746945636e-08
2020,1,11,0.00014254067145040808,5.1083611475038435e-05,2020-01-11,3.174181170874085e-06
2020,1,12,9.47897812387545e-05,4.334039529988306e-05,2020-01-12,2.6930411285887845e-06
2020,1,13,5.861637998142181e-05,2.7588790963992648e-05,2020-01-13,1.7142840585552134e-06
2020,1,14,7.895379975158045e-05,1.7229831362299407e-05,2020-01-14,1.0706096281832121e-06
2020,1,16,0.0001268411163162,3.653875770362598e-05,2020-01-16,2.270407932427662e-06
2020,1,17,8.010889625594659e-05,2.3424736031519483e-05,2020-01-17,1.4555422746545141e-06
2020,1,18,6.270464797178372e-05,1.5693148617913193e-05,2020-01-18,9.751248084534777e-07
2020,1,19,5.253531323746593e-05,1.958136024167836e-05,2020-01-19,1.2167265231356884e-06
2020,1,20,0.0001120322627976,3.4602368764713e-05,2020-01-20,2.150086578241695e-06
2020,1,22,5.530423433227727e-05,1.67942046839674e-05,2020-01-22,1.043541103465308e-06
2020,1,23,6.545297962638583e-05,1.9609826815016705e-05,2020-01-23,1.2184953499370988e-06
2020,1,24,8.78095844624256e-05,3.061866823271107e-05,2020-01-24,1.9025514715028056e-06
2020,1,25,6.346447404301761e-05,1.7807588713014936e-05,2020-01-25,1.1065097231651703e-06
2020,1,26,6.191005679389815e-05,2.356564012464632e-05,2020-01-26,1.4642976289919973e-06
2020,1,27,7.452423237088066e-05,2.8732688178926038e-05,2020-01-27,1.785362373032472e-06
2020,1,28,5.981357039109841e-05,1.50531398063468e-05,2020-01-28,9.353565959053061e-07
2020,1,30,6.609979984736899e-05,1.9109583362803077e-05,2020-01-30,1.1874117342525374e-06
2020,1,31,0.0002274661458674,7.907749975908259e-05,2020-01-31,4.91363675212611e-06
2020,2,1,7.308713448711703e-05,4.005613838798233e-05,2020-02-01,2.4889673337052267e-06
2020,2,2,5.525982567738128e-05,1.1314053488057923e-05,2020-02-02,7.030210768399613e-07
2020,2,3,7.10274081816112e-05,2.9144917403931875e-05,2020-02-03,1.810977050740545e-06
2020,2,4,8.503394210663707e-05,3.279415191807719e-05,2020-02-04,2.037729450354343e-06
2020,2,8,5.522552396902094e-05,1.3580388955390918e-05,2020-02-08,8.438443107416536e-07
2020,2,9,3.583328675956302e-05,1.0217097087216397e-05,2020-02-09,6.348595226295195e-07
2020,2,10,8.890023944412195e-05,3.395489293586202e-05,2020-02-10,2.1098543878152384e-06
2020,2,11,8.023298742635346e-05,2.6328234928723616e-05,2020-02-11,1.6359569176885615e-06
2020,2,12,5.363563303594581e-05,1.600771142426778e-05,2020-02-12,9.946707901912009e-07
2020,2,13,6.790393725218831e-05,1.4318775657845884e-05,2020-02-13,8.897254279939376e-07
2020,2,14,8.911190656705026e-05,3.2894787540321646e-05,2020-02-14,2.0439826436588854e-06
2020,2,15,9.330818830922036e-05,2.295955759104651e-05,2020-02-15,1.4266374927839647e-06
2020,2,16,0.0001035115574949,1.5958865268721695e-05,2020-02-16,9.916356377670279e-07
2020,2,18,5.07309353389068e-05,1.0478478470055565e-05,2020-02-18,6.511009714987039e-07
2020,2,19,7.773791775335589e-05,2.555554570472085e-05,2020-02-19,1.5879443454575368e-06
2020,2,20,3.934877845966156e-05,1.692844983763132e-05,2020-02-20,1.0518826914372027e-06
2020,2,21,3.319043166459166e-05,9.429038607327712e-06,2020-02-21,5.858919513051502e-07
2020,2,22,0.0001196797734892,3.572265498487116e-05,2020-02-22,2.2196977768890992e-06
2020,2,23,3.8520403783783025e-05,8.714318396592867e-06,2020-02-23,5.414813982950863e-07
2020,2,24,4.199142139195773e-05,1.2089910363842643e-05,2020-02-24,7.512304773756387e-07
2020,2,25,5.765654065407194e-05,3.1202284280816725e-05,2020-02-25,1.938815608227401e-06
2020,2,26,0.0001226561851085,7.396451609658745e-05,2020-02-26,4.595931405932853e-06
2020,2,27,0.0001979667866293,8.638585799866419e-05,2020-02-27,5.3677560370442864e-06
2020,2,28,0.00027121655261645,7.818645969757767e-05,2020-02-28,4.858270216674609e-06
2020,2,29,0.00011274276459001366,2.7378803457036662e-05,2020-02-29,1.7012360697491718e-06
2020,3,1,0.000103191902534,3.8561723526400846e-05,2020-03-01,2.3961089124202664e-06
2020,3,2,0.0001549883545644,5.196580731551658e-05,2020-03-02,3.2289981531705987e-06
2020,3,3,0.0001385389327605,5.765518769457117e-05,2020-03-03,3.5825190486530955e-06
2020,3,4,0.0002035785965441,0.0001209897766739,2020-03-04,7.51793892203987e-06
2020,3,5,8.824059682334328e-05,2.155200899048022e-05,2020-03-05,1.3391766783270455e-06
2020,3,6,9.528017786509202e-05,2.7581265191344635e-05,2020-03-06,1.713816429796286e-06
2020,3,7,6.084607997104346e-05,2.3708041135966545e-05,2020-03-07,1.4731459973002357e-06
2020,3,10,5.346475516964624e-05,1.863927422278027e-05,2020-03-10,1.1581881462241175e-06
2020,3,12,0.0004298126741956,7.440820505518322e-05,2020-03-12,4.623500896370851e-06
2020,3,13,0.0001005331588568,3.7678126624677344e-05,2020-03-13,2.341204872413935e-06
2020,3,15,2.979762509716123e-05,6.788000993139388e-06,2020-03-15,4.217858588722935e-07
2020,3,16,6.119521486085433e-05,1.6655818548884217e-05,2020-03-16,1.0349422074278634e-06
2020,3,18,2.641503306222148e-05,0.0,2020-03-18,0.0
2020,3,19,3.6945974490634094e-05,1.059841880498371e-05,2020-03-19,6.585537012835446e-07
2020,3,20,6.106579454606982e-05,2.084259845309979e-05,2020-03-20,1.295096052365959e-06
2020,3,21,4.1733289277863004e-05,1.5212648647186113e-05,2020-03-21,9.452679930160508e-07
2020,3,22,4.232351737012931e-05,3.1277901655559554e-05,2020-03-22,1.9435142432723586e-06
2020,3,23,3.266156168171344e-05,1.4980250745928968e-05,2020-03-23,9.308274900637185e-07
2020,3,24,4.572964034704423e-05,2.0086649277953637e-05,2020-03-24,1.2481236561590226e-06
2020,3,26,3.911829657869701e-05,1.214994212068299e-05,2020-03-26,7.549606692456914e-07
2020,3,27,7.227854243372568e-05,1.994721481540865e-05,2020-03-27,1.2394596202226142e-06
2020,3,28,0.0001025109217061,2.860972443507493e-05,2020-03-28,1.7777217777581324e-06
2020,3,29,2.8929792542785093e-05,2.330850391270585e-05,2020-03-29,1.448319962207609e-06
2020,3,30,4.370645435578039e-05,1.2120376344186132e-05,2020-03-30,7.531235412833417e-07
2020,4,1,4.509037031691034e-05,2.264087838829329e-05,2020-04-01,1.406835730619543e-06
2020,4,2,1.3130470379981738e-05,7.532732903452933e-06,2020-04-02,4.680612481568089e-07
2020,4,3,0.0001378914975659,2.537955974226707e-05,2020-04-03,1.5770091098265966e-06
2020,4,4,5.6634876716547945e-05,8.679190489077902e-06,2020-04-04,5.392986563278177e-07
2020,4,6,1.9365708156624793e-05,8.997728263341124e-06,2020-04-06,5.590916305534658e-07
2020,4,7,3.1968101430570814e-05,4.792547559368983e-06,2020-04-07,2.9779441555147276e-07
2020,4,8,7.494730649662535e-05,2.1672949472561363e-05,2020-04-08,1.3466915542321286e-06
2020,4,9,6.466210914328035e-05,6.121022557842287e-06,2020-04-09,3.803418354454529e-07
2020,4,10,4.136431957473407e-05,1.3340582508932404e-05,2020-04-10,8.28943463189503e-07
2020,4,11,3.008093838273135e-05,5.996077058967539e-06,2020-04-11,3.7257809990558236e-07
2020,4,12,2.3798081568751185e-05,1.842255518061449e-05,2020-04-12,1.1447218801722621e-06
2020,4,14,2.007296998470898e-05,9.551221345576522e-06,2020-04-14,5.934840172526551e-07
2020,4,15,4.586057948505208e-05,1.6552873799961488e-05,2020-04-15,1.0285455319729466e-06
2020,4,16,0.00016263362295145,5.219034128104893e-05,2020-04-16,3.242950014932815e-06
2020,4,17,6.513298850917224e-05,1.6337020593470298e-05,2020-04-17,1.0151330663321425e-06
2020,4,18,4.378806164602479e-05,7.884435600241554e-06,2020-04-18,4.899149903973626e-07
2020,4,19,4.236872178952097e-05,1.0379159199916123e-05,2020-04-19,6.449295723341084e-07
2020,4,20,0.0001088900789163,2.790795007465814e-05,2020-04-20,1.7341156407463502e-06
2020,4,21,5.508565962235134e-05,1.6573626448465176e-05,2020-04-21,1.0298350388074108e-06
2020,4,22,3.805926365957717e-05,7.558506273732861e-06,2020-04-22,4.6966272746279903e-07
2020,4,23,0.0001091100386035,1.7574881185502426e-05,2020-04-23,1.0920499809734536e-06
2020,4,26,3.050664569746597e-05,6.864035797971747e-06,2020-04-26,4.2651043176095645e-07
2020,4,29,4.277060437778081e-05,1.548885574473091e-05,2020-04-29,9.624306669729789e-07
2020,4,30,9.295811699459664e-05,3.116415637033868e-05,2020-04-30,1.9364464551462155e-06
2020,5,1,3.169349332543106e-05,9.056640487581834e-06,2020-05-01,5.627522580525719e-07
2020,5,2,4.8960450521175764e-05,1.2492204014641554e-05,2020-05-02,7.762277885417074e-07
2020,5,3,3.329990290745006e-05,9.956228764425317e-06,2020-05-03,6.186499537605376e-07
2020,5,6,2.814991903959565e-05,7.634677198683682e-06,2020-05-06,4.743957584440777e-07
2020,5,7,9.88916171416051e-05,2.8063788425662365e-05,2020-05-07,1.743798964716101e-06
2020,5,8,6.333956006721481e-05,2.2041468952582304e-05,2020-05-08,1.3695902405388783e-06
2020,5,9,6.399471651268386e-05,1.467504644477176e-05,2020-05-09,9.118630175444571e-07
2020,5,10,6.049311735468574e-05,1.552447992523288e-05,2020-05-10,9.646442458432282e-07
2020,5,11,0.0001035302732482,2.5143911756180395e-05,2020-05-11,1.5623666564292634e-06
2020,5,12,0.000136677793286,5.096023579229267e-05,2020-05-12,3.1665149789622875e-06
2020,5,13,7.926147489117105e-05,2.0673873297506694e-05,2020-05-13,1.2846119813210192e-06
2020,5,14,0.0003107080169456,9.557185876404536e-05,2020-05-14,5.938546351651461e-06
2020,5,15,7.242194375617282e-05,1.8545010346439925e-05,2020-05-15,1.152330873945721e-06
2020,5,16,6.165141966763923e-05,1.8592699567937254e-05,2020-05-16,1.1552941379859785e-06
2020,5,17,9.401083530092336e-05,1.6445410855803635e-05,2020-05-17,1.02186810952643e-06
2020,5,18,5.2968002601530365e-05,1.6355157827423177e-05,2020-05-18,1.0162600592138635e-06
2020,5,19,8.293735531353575e-05,1.5243903530187715e-05,2020-05-19,9.472100769497608e-07
2020,5,23,8.256560542808689e-05,2.1082432870741827e-05,2020-05-23,1.3099986379628857e-06
2020,5,24,6.42118047759245e-05,2.2626084014720623e-05,2020-05-24,1.4059164529750445e-06
2020,5,25,2.169356562752165e-05,1.272515780368971e-06,2020-05-25,7.90702832680702e-08
2020,5,26,0.0001614595287665,5.344575207262688e-05,2020-05-26,3.3209574459126316e-06
2020,5,27,0.0001180120749694,3.6382080822693154e-05,2020-05-27,2.260672504743359e-06
2020,5,28,0.0002006265207602,3.846249763156887e-05,2020-05-28,2.389943315314966e-06
2020,5,29,0.0001135905290798,7.374973412246463e-05,2020-05-29,4.582585503432656e-06
2020,5,31,2.279526018801113e-05,9.629577749741154e-06,2020-05-31,5.983528473047023e-07
2020,6,1,9.90141220435922e-05,2.840632355447321e-05,2020-06-01,1.7650830619997396e-06
2020,6,2,0.0001788666029064,4.925643437069229e-05,2020-06-02,3.0606459098970536e-06
2020,6,3,0.0004769378438383,3.230712936125473e-05,2020-06-03,2.007467341137335e-06
2020,6,4,0.00011957207569937948,4.080738518853447e-05,2020-06-04,2.53564753857205e-06
2020,6,9,0.00033141091962595,8.073516004660221e-05,2020-06-09,5.016638750622665e-06
2020,6,10,0.0002016731899819,4.069799405966538e-05,2020-06-10,2.5288503045572505e-06
2020,6,11,7.487732938104464e-05,2.742801883086968e-05,2020-06-11,1.7042941642814002e-06
2020,6,12,0.0002233685840095,4.384513192574108e-05,2020-06-12,2.724403936498948e-06
2020,6,13,4.62222030869564e-05,1.361319972072674e-05,2020-06-13,8.458830724995576e-07
2020,6,14,7.127676092085311e-05,2.1051134242957488e-05,2020-06-14,1.3080538358606343e-06
2020,6,15,5.97032836553476e-05,1.872708467715922e-05,2020-06-15,1.1636444223731084e-06
2020,6,16,0.0001053136964193,2.6159089047383235e-05,2020-06-16,1.6254467040177076e-06
2020,6,17,5.295216157219887e-05,1.5073182999449276e-05,2020-06-17,9.366020193261064e-07
2020,6,18,6.853421228018839e-05,1.2591068298608522e-05,2020-06-18,7.823709162411506e-07
2020,6,20,5.186030116642831e-05,1.4614607222788073e-05,2020-06-20,9.081075070223273e-07
2020,6,21,4.8957939946763705e-05,1.2230364778319604e-05,2020-06-21,7.599578900413771e-07
2020,6,22,8.21824277449761e-05,4.754637334579022e-05,2020-06-22,2.9543878880079364e-06
2020,6,25,6.145724215046508e-05,1.4125556890537243e-05,2020-06-25,8.777193979709766e-07
2020,6,26,0.0001177471189832,2.588192205625372e-05,2020-06-26,1.6082243851755672e-06
2020,6,27,0.0001412013034695,4.335470612635506e-05,2020-06-27,2.6939303600784037e-06
2020,6,28,0.0003481524147257,0.0001228349999742,2020-06-28,7.632595519072607e-06
2020,6,29,4.615103476621621e-05,1.4120216670392532e-05,2020-06-29,8.773875728368051e-07
2020,7,3,0.0001164001023063,3.909835240164824e-05,2020-07-03,2.4294534082844622e-06
2020,7,4,0.0002008838181192,3.724674108428417e-05,2020-07-04,2.314399879184894e-06
2020,7,5,6.463682256401603e-05,1.851878254914479e-05,2020-07-05,1.1507011579189205e-06
2020,7,6,0.0001525506294866,3.6641391836811584e-05,2020-07-06,2.2767853071597895e-06
2020,7,7,8.381028589715899e-05,1.944581468068823e-12,2020-07-07,1.2083041317841946e-13
2020,7,8,0.000385071138777,0.000119294299099,2020-07-08,7.41258707164228e-06
2020,7,9,9.25183870638297e-05,2.983801962865344e-05,2020-07-09,1.8540443274595602e-06
2020,7,11,0.0002400701030366,2.1110259928859445e-05,2020-07-11,1.3117277272219904e-06
2020,7,12,5.3191389776276935e-05,1.096891881671631e-12,2020-07-12,6.815754518429173e-14
2020,7,13,5.628070700548673e-05,1.3286598597147567e-05,2020-07-13,8.255890661261457e-07
2020,7,14,0.0001170917503309,3.0262014547795696e-05,2020-07-14,1.8803900898288723e-06
2020,7,15,0.0001304869659256,4.404228717106525e-05,2020-07-15,2.736654567364247e-06
2020,7,16,0.0001587224871802,7.121275864487539e-05,2020-07-16,4.424945517546615e-06
2020,7,17,0.0001061782199038,5.642598661233618e-05,2020-07-17,3.506140209769418e-06
2020,7,19,8.790634793169402e-05,2.311802375734805e-05,2020-07-19,1.436484101251354e-06
2020,7,20,0.0001393499413584,2.970397257477911e-12,2020-07-20,1.845715048809656e-13
2020,7,24,6.408198443767814e-05,1.286718687775591e-05,2020-07-24,7.995280899324902e-07
2020,7,25,5.702796356636236e-05,1.410321577831572e-05,2020-07-25,8.763311888036472e-07
2020,7,26,8.522350251886805e-05,0.0,2020-07-26,0.0
2020,7,28,7.255151810267612e-05,2.518288273927193e-05,2020-07-28,1.564788195493706e-06
2020,7,29,0.0002863396818885,8.604118413947381e-05,2020-07-29,5.346339045521101e-06
2020,7,30,8.901448603956976e-05,2.817485284742877e-05,2020-07-30,1.750700172092506e-06
2020,7,31,0.0002402920071929,4.200776087161108e-12,2020-07-31,2.610235254302734e-13
2020,8,1,6.711283643029242e-05,8.974767819795794e-06,2020-08-01,5.576649380101613e-07
2020,8,2,6.445473280956366e-05,2.468443993562505e-05,2020-08-02,1.5338164666670014e-06
2020,8,3,6.757332139168467e-05,2.6675354429275735e-05,2020-08-03,1.6575258739718138e-06
2020,8,4,7.220325468454929e-05,2.153380057334557e-05,2020-08-04,1.3380452623376244e-06
2020,8,8,8.974238820852804e-05,2.828341636755417e-05,2020-08-08,1.7574459810021645e-06
2020,8,10,6.222576825713782e-05,2.288626145875743e-05,2020-08-10,1.4220830927270386e-06
2020,8,11,9.594082429707188e-05,3.431133208573416e-05,2020-08-11,2.13200243893021e-06
2020,8,12,0.00014047169206565,3.353290386940684e-05,2020-08-12,2.0836332630674064e-06
2020,8,13,0.0001867436970515,3.346437512797494e-05,2020-08-13,2.0793750942646165e-06
2020,8,14,0.0001473258506878,6.259107749372587e-05,2020-08-14,3.889220317603942e-06
2020,8,15,4.025318178473827e-05,1.2516227249136669e-05,2020-08-15,7.777205197013895e-07
2020,8,16,5.592574500234294e-05,1.4674838566818735e-05,2020-08-16,9.118501006369543e-07
2020,8,17,6.697802423712696e-05,1.2835354782551983e-05,2020-08-17,7.97550139777671e-07
2020,8,18,8.63960181990384e-05,2.6703887653249916e-05,2020-08-18,1.6592988422422237e-06
2020,8,19,4.2645222413157365e-05,1.1212428860546471e-05,2020-08-19,6.967064297382863e-07
2020,8,20,5.9375563627358754e-05,2.06882174454759e-05,2020-08-20,1.2855032833077304e-06
2020,8,21,0.0001432643605311,4.0070709423420536e-05,2020-08-21,2.48987273379329e-06
2020,8,22,5.065103230189402e-05,1.5225371671867549e-05,2020-08-22,9.460585633029639e-07
2020,8,23,3.865215244006032e-05,5.200302637312679e-06,2020-08-23,3.231310832882403e-07
2020,8,24,5.934800334855897e-05,1.2216405137337569e-05,2020-08-24,7.590904801563304e-07
2020,8,27,0.0001143580371757,3.912921973748903e-05,2020-08-27,2.4313714112093098e-06
2020,8,30,7.856033753562295e-05,2.6629431577722448e-05,2020-08-30,1.6546723668194365e-06
2020,9,4,0.0002553358727089,6.383976277550758e-05,2020-09-04,3.966809845738926e-06
2020,9,5,4.87445393564527e-05,1.3336896165158528e-05,2020-09-05,8.287144049326857e-07
2020,9,6,8.393509353473768e-05,3.101413371305449e-05,2020-09-06,1.92712450080106e-06
2020,9,7,9.75835654314675e-05,3.8826488254119966e-05,2020-09-07,2.4125605921110864e-06
2020,9,8,9.615357097507963e-05,2.1688543538598163e-05,2020-09-08,1.347660522348558e-06
2020,9,10,8.321575758935215e-05,2.375669611721596e-05,2020-09-10,1.47616927073161e-06
2020,9,11,0.0001001821420519,3.322939721663126e-05,2020-09-11,2.0647742772859095e-06
2020,9,12,6.55106701767373e-05,1.985625570666565e-05,2020-09-12,1.2338076962110828e-06
2020,9,13,8.852250459596629e-05,3.082853647109395e-05,2020-09-13,1.915592049320311e-06
2020,9,14,0.0002231278936306,6.246570586635806e-05,2020-09-14,3.881430103727869e-06
2020,9,16,0.0003465183329644,0.000178797212554,2020-09-16,1.110991821263458e-05
2020,9,17,0.0002361258483581,9.647462389032234e-05,2020-09-17,5.994641447178337e-06
2020,9,18,0.00010352489851875703,2.568257316275093e-05,2020-09-18,1.5958374476447245e-06
2020,9,19,3.5382631724849766e-05,6.255164040235291e-06,2020-09-19,3.8867698159801237e-07
2020,9,20,3.506038834885097e-05,8.206874813442822e-06,2020-09-20,5.099503882430109e-07
2020,9,21,0.0002458193222792,0.0001283217902592,2020-09-21,7.973528078621418e-06
2020,9,22,8.48914441142666e-05,2.5920293283494423e-05,2020-09-22,1.6106086572247408e-06
2020,9,23,0.00013219517278255,6.936695469858633e-05,2020-09-23,4.310252840927643e-06
2020,9,24,9.017439493995458e-05,2.442246757907997e-05,2020-09-24,1.5175382964784816e-06
2020,9,26,6.934890015907982e-05,2.692765593774992e-05,2020-09-26,1.6732031269000492e-06
2020,9,28,6.014132740577239e-05,1.0051088565530063e-05,2020-09-28,6.245442550020753e-07
2020,9,29,5.069679112245546e-05,1.2475528982690406e-05,2020-09-29,7.751916524715527e-07
2020,9,30,7.485955626282074e-05,1.9747179452198448e-05,2020-09-30,1.2270300275396255e-06
2020,10,2,6.0707278214749145e-05,1.9894254253322467e-05,2020-10-02,1.236168811015536e-06
2020,10,3,5.649917549999404e-05,2.3371194045887933e-05,2020-10-03,1.4522153375462025e-06
2020,10,5,5.567116316812546e-05,1.471569113948702e-05,2020-10-05,9.143885559888982e-07
2020,10,6,0.0002281341961664,5.45260640995452e-05,2020-10-06,3.3880847690500833e-06
2020,10,7,8.852591853277615e-05,2.5225489699948367e-05,2020-10-07,1.5674356632122598e-06
2020,10,8,0.0002108870276051,4.049929203073352e-05,2020-10-08,2.5165035612351152e-06
2020,10,9,4.9805132884652516e-05,1.0555270470772696e-05,2020-10-09,6.558725942503406e-07
2020,10,10,5.17687943199436e-05,1.014470568053622e-05,2020-10-10,6.303613394865836e-07
2020,10,11,3.42291114116465e-05,6.826172578973434e-06,2020-10-11,4.241577258080531e-07
2020,10,12,4.3306562033240215e-05,1.0651948900847397e-05,2020-10-12,6.618798995976286e-07
2020,10,13,0.0003226636066287,7.863544407767273e-05,2020-10-13,4.886168748594396e-06
2020,10,14,0.0001225670607204,4.476743638106725e-05,2020-10-14,2.7817131468577365e-06
2020,10,15,0.00013436321780695,4.54454453850691e-05,2020-10-15,2.82384257647407e-06
2020,10,16,6.695318853498818e-05,1.865392607503396e-05,2020-10-16,1.1590985680247534e-06
