Year,Month,Day,NO2_trop_mean,NO2_trop_std,Fecha_datetime,SEM
2018,10,7,8.69696406499019e-05,2.430652572608943e-05,2018-10-07,1.5103340202722338e-06
2018,10,8,8.967847582276573e-05,1.5302399667014392e-05,2018-10-08,9.508448500349574e-07
2018,10,9,7.732255264965994e-05,2.3869175122882763e-05,2018-10-09,1.4831583760747327e-06
2018,10,10,7.864786474704043e-05,2.3130116486182574e-05,2018-10-10,1.4372355068599765e-06
2018,10,13,7.0415243515356e-05,1.755908011896804e-05,2018-10-13,1.0910681504719495e-06
2018,10,14,6.065361526764712e-05,1.205281444095842e-05,2018-10-14,7.489254488834218e-07
2018,10,16,0.0001439299698928,4.691633863062993e-05,2018-10-16,2.9152394356547582e-06
2018,10,17,0.0001073261247978,3.194549637894814e-05,2018-10-17,1.984996560977919e-06
2018,10,19,8.001984698671668e-05,2.6043679742930903e-05,2018-10-19,1.6182755187675168e-06
2018,10,23,5.853364848852605e-05,1.6607644279604543e-05,2018-10-23,1.0319488039849044e-06
2018,10,26,9.102498734137043e-05,3.2101719205281725e-05,2018-10-26,1.9947037750822134e-06
2018,10,27,0.0001090169390158,2.7796912236445623e-05,2018-10-27,1.727216085191611e-06
2018,10,28,8.103859745754312e-05,6.357678675201642e-05,2018-10-28,3.9504693107208635e-06
2018,11,1,0.0002051191575264,5.235494337317948e-05,2018-11-01,3.2531778912798614e-06
2018,11,3,8.281491874162284e-05,2.374417672955138e-05,2018-11-03,1.475391353833248e-06
2018,11,4,6.454274740454528e-05,4.877446233800323e-05,2018-11-04,3.030697624979941e-06
2018,11,5,0.0001592568872679,3.0531099063165836e-05,2018-11-05,1.8971101880638812e-06
2018,11,6,5.327619040632356e-05,3.864823481458482e-05,2018-11-06,2.4014844623098006e-06
2018,11,7,0.0001103605506907,1.802953928797737e-05,2018-11-07,1.120301060847994e-06
2018,11,8,6.07436747846789e-05,4.095220713113493e-05,2018-11-08,2.5446463362305985e-06
2018,11,9,0.0001103042331763,1.0414488224059914e-05,2018-11-09,6.471248110806362e-07
2018,11,13,1.6636377040413208e-05,2.450570606800127e-05,2018-11-13,1.5227104845168137e-06
2018,11,14,3.908436244333607e-05,1.9139679354365607e-05,2018-11-14,1.1892818081760156e-06
2018,11,15,7.542359592315063e-05,1.0031904655516718e-05,2018-11-15,6.233522248344772e-07
2018,11,16,6.628241755192674e-05,2.298309308358059e-05,2018-11-16,1.428099917132827e-06
2018,11,18,2.43020730586992e-05,3.792762797673711e-05,2018-11-18,2.3567081320885705e-06
2018,11,19,6.294343316373173e-05,3.1257982156004206e-05,2018-11-19,1.942276505794602e-06
2018,11,20,0.0001242118597904,1.6417788002869058e-05,2018-11-20,1.0201517089600055e-06
2018,11,21,8.481239569834044e-05,3.1288926432039586e-05,2018-11-21,1.94419928955052e-06
2018,11,24,4.513273418699388e-05,9.116247793373992e-06,2018-11-24,5.664560758177754e-07
2018,11,25,9.963850999159256e-05,5.738424170274997e-05,2018-11-25,3.5656832838994055e-06
2018,11,28,7.490373718765136e-05,1.207841680883868e-05,2018-11-28,7.505163026173052e-07
2018,11,30,0.0002142030169556,1.3406841280460734e-05,2018-11-30,8.330605829255116e-07
2018,12,2,3.9094167724476643e-05,4.155418560197524e-05,2018-12-02,2.582051458386979e-06
2018,12,3,5.9704317506033166e-05,4.872715590131109e-05,2018-12-03,3.0277581460301667e-06
2018,12,4,0.0001323414794843,2.9234671530840004e-05,2018-12-04,1.8165541008239998e-06
2018,12,5,0.0001030797982464,8.058226031690369e-05,2018-12-05,5.007138023696223e-06
2018,12,6,7.997346340157489e-05,5.230936582977966e-05,2018-12-06,3.2503458405321356e-06
2018,12,7,0.0002721218037939,7.494783689414293e-06,2018-12-07,4.6570319873209704e-07
2018,12,8,4.189486024598677e-05,6.746897786129037e-06,2018-12-08,4.1923182986010144e-07
2018,12,12,4.870294358494863e-05,6.725073670633711e-05,2018-12-12,4.1787574530625e-06
2018,12,14,4.548464653140361e-05,1.6455585737438232e-05,2018-12-14,1.0225003459084679e-06
2018,12,15,0.0001610713775582,1.0623370968519476e-05,2018-12-15,6.601041532852889e-07
2018,12,16,5.2195051137733057e-05,3.834254780860072e-05,2018-12-16,2.3824899959720053e-06
2018,12,18,4.444043192104178e-05,1.807818954045233e-05,2018-12-18,1.1233240404476206e-06
2018,12,19,0.0001046255255177,2.9035666855950765e-05,2018-12-19,1.8041885519970928e-06
2018,12,21,5.825517074403216e-05,3.037979024480841e-05,2018-12-21,1.8877083155582143e-06
2018,12,22,8.187871657224392e-05,1.767107581583327e-05,2018-12-22,1.0980272244673784e-06
2018,12,23,7.896602205064037e-05,1.1765155924062727e-05,2018-12-23,7.310512183502489e-07
2018,12,24,4.897998081820077e-05,2.7149461579682964e-05,2018-12-24,1.6869854588826173e-06
2018,12,25,5.608016489278442e-05,1.6024785197859133e-05,2018-12-25,9.957317028613223e-07
2018,12,26,9.680182366212732e-05,2.053507599000953e-05,2018-12-26,1.2759875362729083e-06
2018,12,28,4.858870734019423e-05,2.174406192814788e-05,2018-12-28,1.351110267220885e-06
2018,12,29,6.790577970270562e-05,1.0415118238044583e-05,2018-12-29,6.471639582448594e-07
2018,12,30,3.232070668193572e-05,,2018-12-30,
2018,12,31,4.846149034633188e-05,,2018-12-31,
2019,1,3,7.665517681045651e-05,2.6215114923364305e-05,2019-01-03,1.6289279825625445e-06
2019,1,4,0.0001244267359342,4.610610345873509e-05,2019-01-04,2.8648938717381344e-06
2019,1,5,5.337610802938413e-05,1.3878802561595169e-05,2019-01-05,8.623868300075246e-07
2019,1,8,7.441597713063267e-05,2.0496940816027275e-05,2019-01-08,1.2736179318595315e-06
2019,1,11,9.689252739542988e-05,3.870091291851245e-05,2019-01-11,2.40475772042089e-06
2019,1,12,5.175300576881366e-05,1.5471198157744958e-05,2019-01-12,9.613334779036181e-07
2019,1,14,5.558542404789058e-05,1.1455278194085452e-05,2019-01-14,7.117963530937527e-07
2019,1,16,0.0001567791307478,9.9353786761387e-05,2019-01-16,6.173543923125617e-06
2019,1,18,2.6269510271959007e-05,0.0,2019-01-18,0.0
2019,1,19,5.770096923966945e-05,2.754148197429268e-05,2019-01-19,1.7113444209692511e-06
2019,1,20,3.5865920431777965e-05,6.50201741337048e-06,2019-01-20,4.0401570386817427e-07
2019,1,21,7.821066739899066e-05,2.648549062875364e-05,2019-01-21,1.6457283114415626e-06
2019,1,22,9.81125294163289e-05,2.384315753587873e-05,2019-01-22,1.4815417218798715e-06
2019,1,23,6.958973051068698e-05,2.5813658979167005e-05,2019-01-23,1.603982723951978e-06
2019,1,24,5.445267467292294e-05,1.4406201509688114e-05,2019-01-24,8.951578061041038e-07
2019,1,27,7.426375113017044e-05,3.212904840035623e-05,2019-01-27,1.996401928637058e-06
2019,1,29,5.306892925600277e-05,1.2352477715238352e-05,2019-01-29,7.675456187452693e-07
2019,1,30,8.885761995792893e-05,7.787408575031697e-06,2019-01-30,4.838860244023185e-07
2019,1,31,0.0001130851064614,3.488322727803604e-05,2019-01-31,2.1675382771119933e-06
2019,2,3,5.5343737242028434e-05,1.303422122174009e-05,2019-02-03,8.099070990560515e-07
2019,2,4,0.00014120977909739998,4.4537563170855406e-05,2019-02-04,2.767429520573809e-06
2019,2,5,7.494611787860866e-05,2.382643391090096e-05,2019-02-05,1.4805025663859587e-06
2019,2,6,6.561227606857384e-05,1.778653631805453e-05,2019-02-06,1.105201590992139e-06
2019,2,7,0.0001013345592835,3.624723916549374e-05,2019-02-07,2.252293851845238e-06
2019,2,8,0.0001997484001639,6.712413295314364e-05,2019-02-08,4.1708906786128305e-06
2019,2,9,9.52237868025781e-05,4.195214696885815e-05,2019-02-09,2.6067795745287345e-06
2019,2,10,6.158669937523752e-05,1.590364954548864e-05,2019-02-10,9.882046996645369e-07
2019,2,11,4.897540693578754e-05,4.395505792944784e-06,2019-02-11,2.7312344060190197e-07
2019,2,12,5.15280419847684e-05,1.8151625576509163e-05,2019-02-12,1.1278871337016896e-06
2019,2,13,8.80913380524081e-05,3.338876045540192e-05,2019-02-13,2.0746766271243214e-06
2019,2,15,0.0002158679480332,5.8739088382935615e-05,2019-02-15,3.649869360362851e-06
2019,2,16,7.582250884858461e-05,1.892617905606509e-05,2019-02-16,1.176015545136398e-06
2019,2,17,5.573319227772398e-05,2.061953000146e-05,2019-02-17,1.2812352532061924e-06
2019,2,18,0.0001041585525426,3.253108774643823e-05,2019-02-18,2.021383438076883e-06
2019,2,19,0.000101206622185,1.915680689954704e-05,2019-02-19,1.190346062050172e-06
2019,2,20,8.332830276343392e-05,2.1272242624752394e-05,2019-02-20,1.3217928422063149e-06
2019,2,21,0.0001807759949485,5.903780529730129e-05,2019-02-21,3.6684307262808513e-06
2019,2,22,0.000306008945613,9.69990407894936e-05,2019-02-22,6.02722712777085e-06
2019,2,24,2.708576175791677e-05,0.0,2019-02-24,0.0
2019,2,26,5.852174618163097e-05,1.65136156511639e-05,2019-02-26,1.0261061492997467e-06
2019,2,27,9.2094109809568e-05,3.283823384449301e-05,2019-02-27,2.040468567984531e-06
2019,2,28,0.0002939243042067,0.0001144113144249,2019-02-28,7.109173167208984e-06
2019,3,1,8.287548803850968e-05,2.3208083349981013e-05,2019-03-01,1.4420801320514048e-06
2019,3,2,6.473601880540755e-05,1.968519422124761e-05,2019-03-02,1.2231784526944804e-06
2019,3,3,3.42611045313151e-05,8.27523026849137e-06,2019-03-03,5.14197789553853e-07
2019,3,5,7.692418953088374e-05,3.0153897061533584e-05,2019-03-05,1.8736719961149396e-06
2019,3,6,0.0001225790882346,4.654039242555872e-05,2019-03-06,2.8918792751073446e-06
2019,3,7,0.0001685551904305,6.66381057148445e-05,2019-03-07,4.140690415479616e-06
2019,3,8,4.3589854108364566e-05,1.2208433793509308e-05,2019-03-08,7.585951649514022e-07
2019,3,9,5.8453224482946105e-05,0.0,2019-03-09,0.0
2019,3,10,6.028568292683819e-05,1.850338049862025e-05,2019-03-10,1.1497441210658833e-06
2019,3,11,3.99823601881889e-05,8.172620797683915e-06,2019-03-11,5.078219472673395e-07
2019,3,13,3.896830357118441e-05,4.7186417014312e-06,2019-03-13,2.932021289861809e-07
2019,3,14,6.097190691525331e-05,2.6868382431609954e-05,2019-03-14,1.669520050436023e-06
2019,3,17,7.724570803938177e-05,2.275147562220433e-05,2019-03-17,1.4137079083551112e-06
2019,3,18,7.317914820704868e-05,2.5213790878470624e-05,2019-03-18,1.5667087338158484e-06
2019,3,20,4.46328158026712e-05,1.4567166788042947e-05,2019-03-20,9.051597018386699e-07
2019,3,21,0.0004263464637203,9.82096147791138e-05,2019-03-21,6.102448535436594e-06
2019,3,22,0.0002328174484976,2.0921937568114195e-05,2019-03-22,1.3000259450990834e-06
2019,3,23,8.083268756738946e-05,2.7325963106371723e-05,2019-03-23,1.6979527301163624e-06
2019,3,24,2.3039257939672098e-05,0.0,2019-03-24,0.0
2019,3,25,6.549887626706145e-05,2.9599548551509598e-05,2019-03-25,1.8392264557192678e-06
2019,3,26,1.8681599613046277e-05,0.0,2019-03-26,0.0
2019,3,27,6.20299550113186e-05,1.832008356535609e-05,2019-03-27,1.1383546038127744e-06
2019,3,28,9.03021282871462e-05,2.8068349425414347e-05,2019-03-28,1.744082371450963e-06
2019,3,29,8.537837213535267e-05,2.3789553044116835e-05,2019-03-29,1.4782109008296015e-06
2019,3,30,0.00011855280683136426,3.9670684190745486e-05,2019-03-30,2.465016375271103e-06
2019,3,31,5.702471780394725e-05,2.1585865385361692e-05,2019-03-31,1.3412804123435598e-06
2019,4,3,0.000126159980074,5.464596839326032e-05,2019-04-03,3.3955352593429137e-06
2019,4,5,7.95814299558002e-05,2.4521138924314267e-05,2019-04-05,1.5236694355484074e-06
2019,4,6,0.0001916134564442,4.344717424236019e-05,2019-04-06,2.6996760492388718e-06
2019,4,7,0.0001096196243062,3.6637682473679175e-05,2019-04-07,2.2765548185496297e-06
2019,4,8,0.000453344971119,0.0001522334590115,2019-04-08,9.459326880352903e-06
2019,4,9,7.314013728162213e-05,2.1380191992823307e-05,2019-04-09,1.328500489564135e-06
2019,4,10,0.0001989539777767,7.535115834219903e-05,2019-04-10,4.682093162701159e-06
2019,4,11,5.207366858937552e-05,2.3524864105767297e-05,2019-04-11,1.4617639304610656e-06
2019,4,12,0.0002405079023598,9.491481582601432e-05,2019-04-12,5.8977196899857516e-06
2019,4,13,0.0001032526903432,2.5010815819398903e-05,2019-04-13,1.554096477319901e-06
2019,4,14,7.143459865033535e-05,2.2295214147975414e-05,2019-04-14,1.3853571998074127e-06
2019,4,16,0.0001171260020342,3.9184135936683225e-05,2019-04-16,2.434783737793607e-06
2019,4,17,0.0001008706740779,3.056086867289266e-05,2019-04-17,1.898959981606872e-06
2019,4,18,0.0001685713400708,2.2212492704279177e-05,2019-04-18,1.3802171393961316e-06
2019,4,19,9.100498924234928e-05,1.460502271722932e-05,2019-04-19,9.075119548246994e-07
2019,4,20,7.357966061399104e-05,2.2843183946896938e-05,2019-04-20,1.419406386380572e-06
2019,4,21,0.0001274882129414,3.7127128502284624e-05,2019-04-21,2.3069675149761083e-06
2019,4,22,0.0001550259386185,4.707873363494815e-05,2019-04-22,2.925330170238056e-06
2019,4,23,0.0002179832811086,6.150220873657014e-05,2019-04-23,3.821561305119955e-06
2019,4,27,7.041871140245348e-05,7.669532739888089e-13,2019-04-27,4.7656157639228046e-14
2019,4,28,7.401091749228495e-05,1.7521818070286846e-05,2019-04-28,1.0887527994249736e-06
2019,4,29,2.937808085683445e-05,2.3664837575572515e-06,2019-04-29,1.47046145867899e-07
2019,5,1,8.032613009549371e-05,2.030068438664865e-05,2019-05-01,1.2614231506996086e-06
2019,5,2,4.723888559965417e-05,0.0,2019-05-02,0.0
2019,5,3,8.244727139947109e-05,3.4917369521796216e-05,2019-05-03,2.169659772913595e-06
2019,5,4,6.370533191945015e-05,1.5328016475318844e-05,2019-05-04,9.524366010531409e-07
2019,5,6,0.0001330021454084,4.030842755411991e-05,2019-05-06,2.504643819717981e-06
2019,5,7,9.348893728327784e-05,4.061518914768741e-05,2019-05-07,2.5237050576793006e-06
2019,5,8,0.0001185513228295,4.4613474387398336e-05,2019-05-08,2.7721464140598235e-06
2019,5,10,3.993566331903939e-05,1.0746346991587578e-05,2019-05-10,6.677455115530473e-07
2019,5,11,9.015469825801245e-05,2.306968340755695e-05,2019-05-11,1.433480378067543e-06
2019,5,12,0.0001051581725516,2.837146399598971e-05,2019-05-12,1.76291699442996e-06
2019,5,13,0.0001114941998407,3.4512512580024525e-05,2019-05-13,2.144503186596331e-06
2019,5,14,0.0001321231645783,5.803175943788315e-05,2019-05-14,3.6059180782555386e-06
2019,5,15,7.650108623579028e-05,3.0380817262394204e-05,2019-05-15,1.8877721313259105e-06
2019,5,16,7.573522818435252e-05,2.041862146981865e-05,2019-05-16,1.2687514044768295e-06
2019,5,17,9.757898308390566e-05,2.332848165740136e-05,2019-05-17,1.449561318862277e-06
2019,5,18,0.0001369785229722,3.015239988968908e-05,2019-05-18,1.8735789663830714e-06
2019,5,19,4.7749944886606186e-05,1.4193649318957356e-05,2019-05-19,8.819504556023624e-07
2019,5,22,6.927584311356181e-05,4.857629377502268e-06,2019-05-22,3.018384029619139e-07
2019,5,23,0.0002490917493392,6.620557418102172e-05,2019-05-23,4.113814213683656e-06
2019,5,24,0.0001908599228047,5.975679864312511e-05,2019-05-24,3.713106798985948e-06
2019,5,28,0.0001942821021173,3.129219792048524e-05,2019-05-28,1.944402569951515e-06
2019,5,31,0.0001188107542015,5.858628273233846e-05,2019-05-31,3.64037447922733e-06
2019,6,1,0.0001218993366486146,2.7362515402657632e-05,2019-06-01,1.7002239792953605e-06
2019,6,2,0.0001299333388174,5.567971793718632e-05,2019-06-02,3.4597693305642284e-06
2019,6,3,0.0002012366810134,5.8903326063780205e-05,2019-06-03,3.6600745932943494e-06
2019,6,4,9.389467563729612e-05,2.770809661164115e-05,2019-06-04,1.7216973507914105e-06
2019,6,7,9.825113874705107e-05,2.7726866820276936e-05,2019-06-07,1.7228636748061918e-06
2019,6,8,0.0001228604855446,3.74255791861148e-05,2019-06-08,2.3255123381335535e-06
2019,6,9,6.706089181566236e-05,1.3992300548933086e-05,2019-06-09,8.694392517909014e-07
2019,6,19,7.546534076431489e-05,2.03678186858438e-05,2019-06-19,1.2655946730777632e-06
2019,6,20,0.0001827109439521,6.158066097661237e-05,2019-06-20,3.826436090123686e-06
2019,6,22,0.0002923283055823,0.0001454483259661,2019-06-22,9.037719227082183e-06
2019,6,25,5.534596454130639e-05,1.3724352798860615e-05,2019-06-25,8.527897887145935e-07
2019,6,27,0.0001256634453494,3.400523859924806e-05,2019-06-27,2.1129827151229744e-06
2019,7,1,0.0001385323167721,4.18098296170259e-05,2019-07-01,2.5979364045681428e-06
2019,7,3,6.0797258081447185e-05,1.5899232809118305e-05,2019-07-03,9.879302570200445e-07
2019,7,4,8.96503276208214e-05,2.939395442063593e-05,2019-07-04,1.8264514580200487e-06
2019,7,5,6.624210921420178e-05,2.579423503499364e-05,2019-07-05,1.6027757787873952e-06
2019,7,6,0.0002306279792382,6.168013122320962e-05,2019-07-06,3.8326168705089075e-06
2019,7,7,0.0001743434447036,5.8196480906235024e-05,2019-07-07,3.6161533722800562e-06
2019,7,8,0.000188569154865,3.769583502452853e-05,2019-07-08,2.3423052188411135e-06
2019,7,9,0.0001905842524904,5.479512799689488e-05,2019-07-09,3.404803586143638e-06
2019,7,12,9.076592198378197e-05,2.7767186577497125e-05,2019-07-12,1.7253690226171051e-06
2019,7,13,0.0001877586075352,5.654437025823565e-05,2019-07-13,3.5134962116045103e-06
2019,7,14,0.0002285760104688,8.01121566069e-05,2019-07-14,4.977927200468094e-06
2019,7,15,0.0001083490267325,2.9599907448356714e-05,2019-07-15,1.839248756484259e-06
2019,7,16,0.0001193585720059,3.274199999307893e-05,2019-07-16,2.0344888874110746e-06
2019,7,17,0.0001365834465873,3.935970244984066e-05,2019-07-17,2.445692910113435e-06
2019,7,19,0.00024984042483409995,7.5493787958187e-05,2019-07-19,4.6909557358122865e-06
2019,7,24,0.000276649283478,0.0,2019-07-24,0.0
2019,7,27,0.0003621560487794,0.0001382819507982,2019-07-27,8.592422340966699e-06
2019,7,28,1.50442814741145e-05,3.312050694655203e-06,2019-07-28,2.0580081651220156e-07
2019,7,30,0.00032115995790899996,4.1907310674901146e-05,2019-07-30,2.6039935827802916e-06
2019,7,31,0.0001101122647927,2.4907915387280597e-05,2019-07-31,1.5477025555772234e-06
2019,8,1,5.705947821322407e-05,1.771827659158505e-05,2019-08-01,1.1009601379657743e-06
2019,8,2,6.397862302184592e-05,1.965672822237584e-05,2019-08-02,1.221409661588686e-06
2019,8,3,0.0001129384056043,3.1282942089464656e-05,2019-08-03,1.9438274405959744e-06
2019,8,4,6.256905844022963e-05,1.9635326019377e-05,2019-08-04,1.220079793401756e-06
2019,8,5,9.72128988499722e-05,2.7152078139606368e-05,2019-08-05,1.6871480440053508e-06
2019,8,6,0.0001264521911052,2.942378416624164e-05,2019-08-06,1.8283049882247384e-06
2019,8,10,0.0001022669587144654,2.4196317944466494e-05,2019-08-10,1.5034860419243782e-06
2019,8,11,0.0001199712085123,3.282035270142578e-05,2019-08-11,2.039357487816179e-06
2019,8,13,6.015897563398991e-05,2.0296349475095327e-05,2019-08-13,1.2611537924018563e-06
2019,8,14,9.154985901346258e-05,2.5043605038809903e-05,2019-08-14,1.5561339002791784e-06
2019,8,15,0.0002457485807122,4.655133756948957e-05,2019-08-15,2.8925593732596604e-06
2019,8,16,0.0004171104207323,0.0001118689512264,2019-08-16,6.951198404634783e-06
2019,8,17,5.459714475762712e-05,1.4108098978642674e-05,2019-08-17,8.766346161080968e-07
2019,8,19,0.0002423043406407,9.09403859192474e-05,2019-08-19,5.650760631870158e-06
2019,8,20,0.0002168501980375,8.260053737611632e-05,2019-08-20,5.132547658097077e-06
2019,8,21,0.0001733109211208,2.5844795525068385e-05,2019-08-21,1.6059174547760604e-06
2019,8,22,0.000491052168471,0.0001680569975552,2019-08-22,1.0442553724573886e-05
2019,8,23,0.000208362930661,5.6176634543177584e-05,2019-08-23,3.4906462260829184e-06
2019,8,24,8.183559030053827e-05,1.6318814761489537e-05,2019-08-24,1.0140018109763683e-06
2019,8,27,0.0001030078880643,3.2796184554377845e-05,2019-08-27,2.0378557522285934e-06
2019,8,29,0.0001129610900534,0.0,2019-08-29,0.0
2019,8,31,0.0001510525693645,4.3633527125773167e-05,2019-08-31,2.711255453994869e-06
2019,9,1,4.138717364189765e-05,8.003916334264236e-06,2019-09-01,4.973391619714951e-07
2019,9,2,7.319628953141598e-05,2.2792915838998173e-05,2019-09-02,1.416282878136334e-06
2019,9,3,7.987766281343473e-05,2.5517526666937743e-05,2019-09-03,1.5855819573964487e-06
2019,9,4,9.873970186029028e-05,3.306204805176076e-05,2019-09-04,2.0543757061443017e-06
2019,9,5,6.187640721259161e-05,1.9943072415249953e-05,2019-09-05,1.239202224000885e-06
2019,9,8,0.0001038290709695,2.844363067048403e-05,2019-09-08,1.7674012133943219e-06
2019,9,12,0.0001249800031568,5.826590879123961e-05,2019-09-12,3.620467411145982e-06
2019,9,13,0.000422155362359,0.0002007144176705,2019-09-13,1.2471787074098572e-05
2019,9,14,8.625333368536084e-05,2.4970669856382988e-05,2019-09-14,1.5516019285553918e-06
2019,9,15,0.0001503899792749,3.4158193182882465e-05,2019-09-15,2.1224868505071465e-06
2019,9,16,0.00012038536492324999,2.965229625038988e-05,2019-09-16,1.8425040382503022e-06
2019,9,17,8.497685518754427e-05,1.8631875253649148e-05,2019-09-17,1.157728396652352e-06
2019,9,18,0.0002897183943131,8.940649993691769e-05,2019-09-18,5.555449594478885e-06
2019,9,19,0.0001504188843429,0.0,2019-09-19,0.0
2019,9,20,8.20381852598904e-05,2.2380791678035213e-05,2019-09-20,1.3906747287902346e-06
2019,9,21,5.9370938222293634e-05,1.0468256466798e-05,2019-09-21,6.504658071214822e-07
2019,9,22,5.024203974983836e-05,9.883002417836048e-06,2019-09-22,6.140998899760079e-07
2019,9,23,0.0001653707731747,2.100388043580554e-12,2019-09-23,1.305117627151367e-13
2019,9,24,0.0004272867040728,0.0001355028548726,2019-09-24,8.419737722468204e-06
